Text,Annotator 1,Annotator 2,Annotator 3,Sentiment,SourceSheet,Unanimous,Stratum
kya in paiso sy soukat khanam j sy hospitals nhi bn sakty,negative,negative,negative,negative,politics,True,politics§negative
agr isy aktty kiye jae tu kya zalzala mutaasreen k parishaniya khtm nhi hoskti,negative,negative,negative,negative,politics,True,politics§negative
"sir mai chahta hn k aap aik talk show is py b kr ly... ""Tableegi ijtema mai kitny paisy lagaingy logo k""",neutral,neutral,neutral,neutral,politics,True,politics§neutral
ye koun hai,neutral,neutral,neutral,neutral,politics,True,politics§neutral
aap sy yhi umeed ki ja skti hy....1 1st class sahafi ko iqbal ki birth day k liey koi our alfaz na mi sky.,neutral,neutral,neutral,neutral,politics,True,politics§neutral
Mere Pakistan Allah Teri hifazat karey ga.Ye munafiqeen leaders ne koi qasar nai chori he tujay dobonay mein.,neutral,positive,neutral,neutral,politics,False,politics§neutral
Allama Iqbal aajk Pakistan main nahin rahe thay. Address not the dreams of falan falan shayar but moral corruption today.,negative,negative,negative,negative,politics,True,politics§negative
kiss kiss se laraingay Khan Sahab yehan to har shakh pai ulloo baitha hai,negative,negative,negative,negative,politics,True,politics§negative
IQBAL hum sharminda hain Kiu k Nawaz or Zardari zinda hain..,negative,negative,negative,negative,politics,True,politics§negative
Ek IQBAL ka shaheen #NA56 mai tadap raha hai bechare. Mulaqat ka time do usay. dont be so arrogan n rud,negative,negative,negative,negative,politics,True,politics§negative
"Sojain Khan sb, wese b chuti announce ki hay",neutral,positive,neutral,neutral,politics,False,politics§neutral
Khan Shab Farak Dhaken PTI OR PML(N) main,neutral,neutral,neutral,neutral,politics,True,politics§neutral
ooo ja yar khuda k liya ya mulk chor ja tu zehr lgta ha khuda ke ksm azab ha tu Allah ka pakistan py,negative,negative,negative,negative,politics,True,politics§negative
jis insan ne Pakistan ka nazrya dya Hum us k lye 1 chuti ne day skte.soooo sad,negative,negative,negative,negative,politics,True,politics§negative
SirZaidHamid Bilkul THek Kaha Yee Share Geo Walon Pay Sahe ja k lagta ha Its True Amn ki Bhasha ...,positive,negative,positive,positive,politics,False,politics§positive
meer sahb abhi aqal aay hai aap ko,positive,negative,positive,positive,politics,False,politics§positive
900 chohy kha k bili  hajj ko challi,neutral,negative,neutral,neutral,politics,False,politics§neutral
Bad dua makwa de ke sta hum heesa shta,negative,neutral,negative,negative,politics,False,politics§negative
Ameen Or Khas tor pay Geo Walon say to Allah ki Panah,positive,negative,positive,positive,politics,False,politics§positive
mujhy b maaf kr dy,positive,positive,positive,positive,politics,True,politics§positive
Ameen. Bas qaem rahiay ga is par please .,positive,positive,positive,positive,politics,True,politics§positive
Pakistan mey ye dowa kam nahi karsakta. Allah saytano sey tang aachoka hai.,negative,negative,negative,negative,politics,True,politics§negative
Pakistan mey aaysa nahi ho sakta.Allah Musalmano key kartut sey thak geea ha.,negative,negative,negative,negative,politics,True,politics§negative
Amin kaho.,positive,positive,positive,positive,politics,True,politics§positive
"ALLAH ( S.W.T ) khair kare, Kia aakhiri saansay le rahe ho Hamid Mir",positive,positive,positive,positive,politics,True,politics§positive
Ameen. jooth ka sath chor do InshaAllah hidyt pao gy.smj tu gy ho,positive,positive,positive,positive,politics,True,politics§positive
dua to sub yae krty hain per itna farq kahn ata hy o.O,positive,positive,positive,positive,politics,True,politics§positive
...Punjab tu sub ki nazar mein hy KPK mein kabhi kabhi kisi ki nazar jaati hy,neutral,neutral,neutral,neutral,politics,True,politics§neutral
2 saal main tw hamid mir ka goli lagne wala drama b complete nhi hua school kaisy theek hongay,neutral,neutral,neutral,neutral,politics,True,politics§neutral
"KPK ke sari Cabinet, Taleem hasil kar rahi hai. Chairman ghas khate hua jhoot tanqeed or ilzamat sikha raha h",negative,negative,negative,negative,politics,True,politics§negative
dear Hamid mir SB kbi Punjab ka naqsha b biyaan krain..,neutral,negative,neutral,neutral,politics,False,politics§neutral
"taleem ka insaf  kyn k ab kpk main goat b taleem hasil karan gi, hahaha",positive,,positive,positive,politics,False,politics§positive
aap abhe bhe ise trah lgay han tanqeed per,negative,negative,negative,negative,politics,True,politics§negative
"Bhutto zinda nahi? Jiyalay to yehi kehtay hain k ""kal bhi Bhutto zinda tha aaj bhi Bhutto zinda hai""",negative,negative,negative,negative,politics,True,politics§negative
modi jasy chamchun k wajh pak india k logn k dilon mai jo mahbt haaa wo khatm nai ho gy,positive,negative,positive,positive,politics,False,politics§positive
SECULAR IS KO NAHE KEHTEY K APNEY MAZHAB HE KO CHOR DO SHAH RUKH NEY APNE POPULARITY K LEAY ESA KIA PHER BHE KAMYAB NAHE HOA,negative,negative,negative,negative,politics,True,politics§negative
lakh di lanat,negative,negative,negative,negative,politics,True,politics§negative
oo bhai koi imran khan ko samjaoK wote lene k liye talaq nhi dyni parti :Bvko maarna parta ha.,neutral,negative,neutral,neutral,politics,False,politics§neutral
Jaaaa ooooooo bacchoon ko le kar n enjoy karo. Bus pe dikha toh pic lekar tweet kar raha hoon.,positive,negative,positive,positive,politics,False,politics§positive
Hamid Mir tum is mulak ka gaddar hai jis din qaum jag gai us din sab minister ke saath tum bhi phansi charrho gy,negative,negative,negative,negative,politics,True,politics§negative
mean charagh tumharay b bujayn gay hawa kisi ki nahi,negative,neutral,negative,negative,politics,False,politics§negative
haar cheez ko ghalat raang maat dejyee,positive,negative,positive,positive,politics,False,politics§positive
. common people ke sath time bhi spent kiya ... wo khush hein,positive,positive,positive,positive,politics,True,politics§positive
ja k dykho bhai kon khush hai ude,positive,negative,positive,positive,politics,False,politics§positive
PTV p attack pmnl k logo ne kia ta,neutral,negative,neutral,neutral,politics,False,politics§neutral
"HAHAHA LOL, AP KO PATA HA MAIN NA KISS KO BANIYA HA, BUT I GOT UR POINT",neutral,positive,neutral,neutral,politics,False,politics§neutral
pti ne kpk ke logon ke sath easa zabardast mazak kia hay keh change latay latay IK ne safed posh logo ki izt utar kr rkh di he,neutral,negative,neutral,neutral,politics,False,politics§neutral
shabaz Sharif Jo karrahahy us ko karney do awam k liey,neutral,negative,neutral,neutral,politics,False,politics§neutral
awam k pass helicopter ya aeroplane nahi hay safar k leay,negative,negative,negative,negative,politics,True,politics§negative
metro bus k route per rahney walo say malum kerey un ko kitni saulaht us bus say hay sirf siasat chamkaney har chease per nukta chini achi nahi musbat siasat is ko nahi khatey,positive,positive,positive,positive,politics,True,politics§positive
achey kam ki tareef or ghalt kam ki mukhalfat ye hay musbat siasat,positive,neutral,positive,positive,politics,False,politics§positive
khan sb ap KPK k budget se 350 dams or 1 Arab darkth lagaen punjab govrt to aise he paise barbad karti rahe ge,negative,positive,negative,negative,politics,False,politics§negative
Karo,neutral,neutral,neutral,neutral,politics,True,politics§neutral
ooo to tum ne kya kar lia health and clean water pr kpk mai...,neutral,negative,neutral,neutral,politics,False,politics§neutral
ab yea inn ko kon samjayea.... sarkieen banaiee ai elwaaa inkoo ko kuch nahi ataa,negative,negative,negative,negative,politics,True,politics§negative
aj IK ki tweet k nichy saray patwari kiun jama hn .... insafioo so ry ho kia,neutral,negative,neutral,neutral,politics,False,politics§neutral
khan hm apki r afridi ki waja se peshawar zalmi ko support kr rhy hain.,positive,positive,positive,positive,politics,True,politics§positive
khan ap peshawar zalmi ko support kr rhy hain na??,positive,positive,positive,positive,politics,True,politics§positive
lid te tusi zaroor karni aye.kpk myn kitnay hosp bnay?,neutral,negative,neutral,neutral,politics,False,politics§neutral
Hahah tou aur teri bongian :),negative,negative,negative,negative,politics,True,politics§negative
ro lanti harami ro.ro begirat jhootay bas ro,negative,negative,negative,negative,politics,True,politics§negative
"dil jalley, Mr cocaine khud TU kpk main kam nhe kr skte ,2sroon KO TU kaam krne du.",negative,negative,negative,negative,politics,True,politics§negative
kuty k pily jo yahan bhonkta hai kpk mei kiuo nai karta? Haram ki olad,negative,negative,negative,negative,politics,True,politics§negative
"hr fiqah/terrorists/ISIS ki factory, jo loog Afwaj ke Shahedon ko Shaheed na kahta ho, wo bhi Islamabad me mahfooz haen",neutral,neutral,neutral,neutral,politics,True,politics§neutral
Yeh Beej Noon k aba ka Bua hua Ha,neutral,neutral,neutral,neutral,politics,True,politics§neutral
Meer Sb Govt Main itni jurat nai ky un ko arrest kary because app bhi janty hain who is behind sab janty hain bolta khoi nai,negative,negative,negative,negative,politics,True,politics§negative
aap ka tou house raid nahi hoa!!! then aap kyon itna cheekhain maar rahe ho??,positive,positive,positive,positive,politics,True,politics§positive
aap to fitna ho yrr kbhi khush nh hotay ? Har waqt Rona dhona,negative,negative,negative,negative,politics,True,politics§negative
mir sahb wo b pkry jay gy jurnlst ka b pta to chlny do,neutral,negative,neutral,neutral,politics,False,politics§neutral
dunya kahan se kahan pohncggyi or ap isi pr ruky hue ho.,neutral,negative,neutral,neutral,politics,False,politics§neutral
Okhara mein din dihayare jhutay police muqablay mein do logo ko sat e aam qatal kr dea gaya aap q khamosh hain?,neutral,neutral,neutral,neutral,politics,True,politics§neutral
"tum trailer na dekho, baad k puri film dekho tou pata chela tha Kh ko sub planted tha aur director noora nikla",negative,negative,negative,negative,politics,True,politics§negative
apny pay ae to  shrou.      Kion media my currupt ya dehshat gard nhi ho saky. Regdz,positive,negative,positive,positive,politics,False,politics§positive
banda apni brothry ko support karega to pakistan men kia bachega?,positive,negative,positive,positive,politics,False,politics§positive
"hahahah lol, app ke memory bahut achy ha hamid bhi, u r a natural journalist , by nature",positive,positive,positive,positive,politics,True,politics§positive
"donot confuse the nation we are with rangers,army and agencies har idare me ache bure log hen ye waqt he unko juda karne ka",neutral,negative,neutral,neutral,politics,False,politics§neutral
drama khatam hu jai ga buht jald,neutral,positive,neutral,neutral,politics,False,politics§neutral
mushkil sy maany gi baat lekin maan jay gi,negative,neutral,negative,negative,politics,False,politics§negative
lrai khtam krne mn hi pp ka bhla hai,positive,positive,positive,positive,politics,True,politics§positive
hamid Mir sab plzz share the view of bnp q Kay yah sub governament Kay party Ty joh Udr mojood Tay,neutral,neutral,neutral,neutral,politics,True,politics§neutral
G hah khatm ho jai gi,neutral,positive,neutral,neutral,politics,False,politics§neutral
lolypop mil joy to kuch arsa khamosh ho joy gi sindh assembly,neutral,negative,neutral,neutral,politics,False,politics§neutral
"kuch do, kuch lo ki bunyad pe baat khtam ho gi",neutral,negative,neutral,neutral,politics,False,politics§neutral
ho jay gi... kuch lo or kuch do wali siyasat hy sindh gov ki.,neutral,negative,neutral,neutral,politics,False,politics§neutral
zaror hoga..akhr us k peche kese k hath hai..,neutral,negative,neutral,neutral,politics,False,politics§neutral
two months k baad kia hoga?,neutral,neutral,neutral,neutral,politics,True,politics§neutral
sindh ma governer raaj nafaz ke jai karachi ka bera gharq kia howa ha,negative,negative,negative,negative,politics,True,politics§negative
lootre mil bethen gay to BUNDER BANT ka rasta nikal hi aayenga,neutral,negative,neutral,neutral,politics,False,politics§neutral
Pagal he Ooyee Mir tu hain Kithay ten whee lugda hai dunda hoya Mir Shakeel waloo Apna atta pata dassou tay tv tay wapis aao,negative,neutral,negative,negative,politics,False,politics§negative
Phir be koi faida nahi hai,negative,negative,negative,negative,politics,True,politics§negative
Ye mahaz-arai ab taqreeban 2018 tak chalay gi,neutral,neutral,neutral,neutral,politics,True,politics§neutral
g han buht jald khatam hojayege Inshaaallah,neutral,positive,neutral,neutral,politics,False,politics§neutral
"Hamesha se yahi hota aaraha hay.... ik wari fir ""Reconciliation""",neutral,negative,neutral,neutral,politics,False,politics§neutral
larayee ni noora kushti.,positive,negative,positive,positive,politics,False,politics§positive
gee wafaq aur sindh mai Mahaz Arai khatam honi chiye...!,neutral,positive,neutral,neutral,politics,False,politics§neutral
May be ya mahaz ari ik week main b finished na ho,negative,negative,negative,negative,politics,True,politics§negative
yeh kabi na hatam hony wali larai hy janab,negative,negative,negative,negative,politics,True,politics§negative
ab mafiya mangte phirte.,positive,neutral,positive,positive,politics,False,politics§positive
ap air ap ke party KA jahgir train sahb both acha hein',positive,positive,positive,positive,politics,True,politics§positive
khan sb shrm kro chrisms wish krne ka mtlb ha k ap is bat ki guvahi de re ho k allah ne 25 dec ko beta paida kia astagfirullah,neutral,negative,neutral,neutral,politics,False,politics§neutral
Ye joyous kha sy aa gy,positive,neutral,positive,positive,politics,False,politics§positive
sir internet bhi slow hogaya hai. Lagta hai internet kee surveillance bhee nakay laga kay kee ja rahi hay,neutral,negative,neutral,neutral,politics,False,politics§neutral
